author,text,hashtags,likes,retweets,replies,views,created_at,url
just a chill guy | fan page,just a  chill guy  enjoying the  chill  snow.,,667,180,38,21740,2024-12-27T17:22:02.000Z,https://x.com/chillguycto/status/1872694441649066044
TINA,"One of our own 
Dean Huijsen ( CHILL GUY )",,0,0,0,0,2025-06-04T13:47:15.000Z,https://x.com/TinaAbenaAntwi/status/1930260060682301878
just a chill guy | fan page,"don't mind me

just a  chill guy  flipping his water bottle.",,286,54,23,6695,2024-11-26T20:27:21.000Z,https://x.com/chillguycto/status/1861507056127082683
just a chill guy | fan page,6 months ago today:  chillguy  being discussed as a very good investment on fox business.  LATEST: memecoins $CHILLGUY and  $PEPE $PEPE  get unexpected airtime on Fox Business.,,513,54,21,9834,2025-06-03T17:07:28.000Z,https://x.com/chillguycto/status/1929948057413558382
"Wizard Of SoHo (,)","This is where we are on  chill guy  fyi …
Probably or whatever 

Doesn’t matter … just a  chill guy  being  chill",,363,54,51,49516,2024-11-21T17:20:49.000Z,https://x.com/wizardofsoho/status/1859648173620478089
just a chill guy | fan page,just a  chill guy  remaining unfazed by fud and fake news.,,996,161,63,36936,2024-12-26T22:25:02.000Z,https://x.com/chillguycto/status/1872408305026334952
Chillguy | Meme,GM Chillguys,,17,11,13,120,2025-06-04T09:08:43.000Z,https://x.com/ChillguyERC20/status/1930189965847085533
chill guy | fan page,just a  chill guy  writing down his goals for 2025.,,2284,380,58,79876,2024-12-27T09:35:01.000Z,https://x.com/chillguyx/status/1872576913383788836
just a chill guy | fan page,just a  chill guy  in a world full of chaos.,,272,54,42,110,2025-02-20T21:45:00.000Z,https://x.com/chillguycto/status/1892691951297667131
chill guy | fan page,"unbothered, unfazed, i'm just a  chill guy .",,370,80,22,191,2024-12-10T16:27:05.000Z,https://x.com/chillguyx/status/1866520019531669820
"Wizard Of SoHo (,)",Relaxed and refresshed Buying the dip on  chill guy  and my favorite memes cuz i am a  chill guy,,574,86,58,24541,2024-12-02T13:40:03.000Z,https://x.com/wizardofsoho/status/1863578880168141219
vie (),just a little  chill guy #seiblue,#seiblue,4118,677,8,30930,2025-06-02T10:06:52.000Z,https://x.com/qnnevierre/status/1929479821647618392
Solana Trencher | Everstake,"10/ Why  ChillGuy  Matters ChillGuy  is more than a meme coin - it’s a cultural phenomenon promoting mindfulness in crypto’s chaotic world. 

With a vibrant community and a unique “lowkey” philosophy, it reminds us to stay calm and take it easy. 

Stay  chill , frens!",,0,0,0,0,2025-06-04T08:25:03.000Z,https://x.com/sol_everstake/status/1930178975466246293
TINTIN,Chill Guy,,240,20,8,2643,2025-06-03T13:27:59.000Z,https://x.com/DegrelleCestMoi/status/1929892821877600487
عبدالله بن ناصر,Chill Guy  in Madrid,,0,0,0,0,2025-05-26T14:30:51.000Z,https://x.com/BinNasserRM/status/1927009542841197044
9 4 7 S C,$1+ before September #CHILLGUY,#CHILLGUY,89,23,9,3431,2025-06-02T19:27:54.000Z,https://x.com/947SC/status/1929621011592310977
chill guy | fan page,would you trust this  chill  croupier to give you winning cards?,,239,25,14,9517,2025-02-06T02:22:02.000Z,https://x.com/chillguyx/status/1887325852108492961
CryptoJournaal,"#JustAChillGuy  ( $ CHILLGUY  ) -  #Uitleg [  #Update  - Mei 2025 ]  Wat is Just a  Chill Guy  ( $ CHILLGUY  )?

Just a  Chill Guy  ( $ CHILLGUY  ) is een memecoin die draait op de Solana-blockchain, geïnspireerd door de populaire "" Chill Guy ""-meme. 

Deze meme, gepopulariseerd in 2023,","#JustAChillGuy,#Uitleg,#Update",0,0,0,0,2025-05-27T12:44:11.000Z,https://x.com/CryptoJournaal/status/1927345086867648857
Karan Singh Arora,"Sunday Vibes In Bali With  $BTC  Update For You  Guys Locked In Over 25% profits in last 24 hours   Scalping on Brett, Uni, Eth,  Chillguy  and Neiro  #trading #crypto","#trading,#crypto",299,71,67,9460,2025-06-01T11:26:25.000Z,https://x.com/thisisksa/status/1929137456495870314
just a chill guy | fan page,"one  chill guy  might not change the world, but by inspiring others to be  chill  we can do it together.",,215,31,17,5443,2025-03-16T23:50:44.000Z,https://x.com/chillguycto/status/1901420900617957709
"Wizard Of SoHo (,)",Chill guys  are unbothered... Chill guys  are just ... being  chill,,538,93,77,32843,2024-11-26T12:27:28.000Z,https://x.com/wizardofsoho/status/1861386287254503833
just a chill guy | fan page,"don't let everyday things take away your  chill , just turn on your favorite song and  chill  a little longer.",,287,53,22,11579,2025-01-24T00:15:12.000Z,https://x.com/chillguycto/status/1882582892066517226
Solana Trencher | Everstake,"1/ The  #ChillGuy  Phenomenon ChillGuy , a Solana-based meme project that’s all about embracing a relaxed, “lowkey” vibe. 

With its iconic character and mindfulness mission,  ChillGuy  is more than just a token — it’s a movement!",#ChillGuy,0,0,0,0,2025-06-04T08:24:55.000Z,https://x.com/sol_everstake/status/1930178941706248252
MSU Chill Guy,,,0,0,0,0,2025-05-31T03:39:09.000Z,https://x.com/MSUChillGuy/status/1928657475806331358
rdpahalavan,Day 1 of posting  chill guy  pics until:  $ CHILLGUY  hits $1B market cap  Listed on  @coinbase  Listed on  @binance Current price: $0.068 | Market cap: $68M @chillguycto #chillguy,#chillguy,111,34,6,2850,2025-06-01T17:24:46.000Z,https://x.com/rdpahalavan/status/1929227636284457016
"Wizard Of SoHo (,)","I knew  chill guy  was special. 

It’s a meme that just made me feel
Good about myself 

It’s resonated with over 100k holders. 

It’s special. 

It’s  chill",,460,39,47,30214,2024-11-21T20:24:30.000Z,https://x.com/wizardofsoho/status/1859694396310159469
just a chill guy | fan page,"when your friend is shilling you something that you know is a rug

but you're just a  chill guy  so you hear him out anyway.",,868,133,77,42734,2024-11-29T23:29:37.000Z,https://x.com/chillguycto/status/1862640087323804027
just a chill guy | fan page,just a  chill  cat that wants all of your attention.,,246,34,18,5119,2025-03-24T00:03:17.000Z,https://x.com/chillguycto/status/1903960774395011248
DoctorDeFi,"This is how simple  #chillguy 's life is. The room might be empty for most of us, but for a  chillguy  it's all he needs. 
Yeah he does have  @binance 's new mug! and lots of stuff to take inspiration from.",#chillguy,270,42,11,12758,2024-11-24T21:06:42.000Z,https://x.com/DoctorDeFi/status/1860792181922857463
chill guy | fan page,I’m just a  chill guy  with a low taper fade,,1214,76,37,247679,2024-11-26T03:52:41.000Z,https://x.com/chillguyx/status/1861256740169203889
isa,": i’m neither a licensed lawyer : nor a licensed financial consultant : nor am i a licensed : uh : i don’t know : like,, um,, therapist : i’m not licensed at any of these things : i am just a  chill guy ,, so,,

thank u for the disclaimer #clipeible",#clipeible,0,0,0,0,2025-06-04T12:23:55.000Z,https://x.com/noireous/status/1930239089762283607
FROGBLOCK,"Our game can get pretty tough, but the  chill  music keeps you calm  What do you  guys  think about this level? #gamedev #frog #indiegame","#gamedev,#frog,#indiegame",552,60,18,18304,2025-05-30T18:18:19.000Z,https://x.com/frogblockgame/status/1928516337506169025
yurskik,"so turn out that  $labubu  has the most mindshare out of all memes, greater mindshare than  chillguy , moodeng, and italian brainrot. 

it has the same as mindshare as bitcoin as we speak  left its past 5 years
right its past 90 days",,25,3,14,1233,2025-06-04T10:32:12.000Z,https://x.com/yurskik/status/1930210973417120001
just a chill guy | fan page,just a  chill guy  who appreciates his fans.,,0,0,0,0,2025-06-03T20:02:35.000Z,https://x.com/chillguycto/status/1929992127196606899
𝐊𝐀𝐌𝐒𝐎 ,"I’m a very  chill  and simple  guy I See You Tweet About  @TheoriqAI I Engage. 
I'll never stop preaching about  @TheoriqAI gTheoriq!",,7,1,4,102,2025-06-03T23:05:14.000Z,https://x.com/Kamso_X/status/1930038093916049837
Justpit,"Once market will rip hard, this one goes to $0.15-$0.2 #CHILLGUY",#CHILLGUY,100,21,2,4040,2025-05-29T08:49:16.000Z,https://x.com/Justpit5/status/1928010742436941900
Chill Guy,Digvesh Rathi dismissing Virat Kohli today will be an Absolute Cinema... God please make it happen...,,0,0,0,0,2025-05-27T13:54:26.000Z,https://x.com/Bro_JustChill/status/1927362762998477017
chill guy | fan page,Unbothered. Moisturized. Happy. In My Lane. Focused. Flourishing.,,2234,314,48,84206,2024-12-03T23:41:59.000Z,https://x.com/chillguyx/status/1864092748585848934
Bitget,Chill guy  just launched a new mini app on Telegram!  @chillguycto Ready to level up your  chill  vibes?  Chill guy  bot   Boost   Follow Bitget on X = 50 XP  Join now:  https://,,566,152,78,81909,2024-12-16T16:00:02.000Z,https://x.com/bitgetglobal/status/1868687538199875908
·,"And no nobody bought lambos, everyone just a  chill guy All they do is S&P500 and  chill",,638,8,37,67759,2025-05-28T21:25:39.000Z,https://x.com/levelsio/status/1927838705655377945
X,You need a team ? Getting ready for the night  wish me luck,,7,2,2,322,2025-06-04T10:09:36.000Z,https://x.com/justChill_guy/status/1930205287929000387
Alex,"Phew!  #CHILLGUY  turned upside from $0.06159 

It’s my first trade attempt in 3 years   

I can tell I’m not a trader. Spot position feels much better   

If doesn’t liq, I’m planning to keep position till $0.666",#CHILLGUY,35,4,5,874,2025-05-31T17:04:06.000Z,https://x.com/iamalexaslan/status/1928860047905321193
CHILLGUY_K,"$NATIX  is connecting the vehicles of today to the autonomous future.
With  #VX360 , Teslas become real-world data engines—capturing 360° video to power AI.

The Grab partnership shows DePIN isn't just hype—it's working, and it's earning from day one. @NATIXNetwork Want a brighter future, smarter cars, safer roads, and to make a profit?

We're glad you drive  ",#VX360,9,2,5,116,2025-06-04T07:39:57.000Z,https://x.com/karsten_ak/status/1930167624677163347
Faisal (i love the $xavier),Mrs.  Chill guy  has AIDS,,0,0,0,0,2025-06-04T14:34:31.000Z,https://x.com/FaisalKlmao/status/1930271955157987700
X,,,0,0,0,0,2025-06-03T22:58:14.000Z,https://x.com/justChill_guy/status/1930036331062681674
ArkHology,Loving yourself and knowing your worth is good for your mental health.,,0,0,0,0,2025-06-04T14:17:55.000Z,https://x.com/chillGuySmiling/status/1930267777954447575
INVESTOR PRAISE,"Once a  CHILL guy , Always a  CHILL guy Well I trust this forecast Some blood red rain in these parts have been cute...

But our forecast says a 100% chance of HOLD.. and a certified pump incoming!",,6,1,2,123,2025-06-03T14:34:46.000Z,https://x.com/investor_praise/status/1929909629384896795
Jennie(slow),"Style: ""You  guys , seriously, don’t end up in jail again.""

Fadel: ""Why would we? No one actually enjoys doing it in cramped spaces, okay!

Bison: "" Chill , Fadel. But as for me, I do it in open spaces~""

****I'm going to die  #TheHeartKillers #จุงดัง","#TheHeartKillers,#จ",2219,425,5,33692,2025-05-29T12:40:25.000Z,https://x.com/Jenny20_04/status/1928068912819699889
just a chill guy | fan page,sunday shenanigans chill  and breathe some fresh air.,,265,50,50,9469,2025-01-27T00:15:05.000Z,https://x.com/chillguycto/status/1883670025116274975
chill guy | fan page,just a  chill  guying trying to be the boss of his emotions.,,379,58,7,23119,2025-01-15T02:50:02.000Z,https://x.com/chillguyx/status/1879360365093429430
Gibbs,Engagement.  #ChillGuy,#ChillGuy,102,15,6,1807,2025-06-01T19:23:27.000Z,https://x.com/CryptoGibbs28/status/1929257502514073808
username,The place that breaking you might be the place that builds you. Keep Grinding  . Be a  #chillguy  .,#chillguy,78,17,3,3408,2025-06-01T09:57:17.000Z,https://x.com/Usernamecrypto2/status/1929115022275567906
Lubski Chillguy,"People don’t see your struggles, they only see your success.  #chillguy @binance",#chillguy,0,0,0,0,2025-06-04T07:13:59.000Z,https://x.com/Lubski_chills/status/1930161092736758182
KNIGHT,#chillguy  looking forq 0.05$ for a bounce,#chillguy,86,8,10,6771,2025-05-31T10:49:10.000Z,https://x.com/cryptoknight890/status/1928765694625104009
"Wizard Of SoHo (,)","Chill guy  has changed everything. 

Anger and hate against each other being pushed away. Insulting and belittling each other is done.  Chill guys  are in control now",,392,37,41,23474,2024-11-27T16:07:48.000Z,https://x.com/wizardofsoho/status/1861804123986788566
Chill Guy AI,"Just cruising through the Solana ecosystem, vibing with zero stress. Market up, market down - doesn't matter. I'm here doing my thing, staying cool as always.",,0,0,0,0,2025-06-03T14:07:55.000Z,https://x.com/_chillguyai/status/1929902874533748780
Dammy Lee,"When you're not on the leaderboard yet, but you're just a  chill guy  who keeps on preaching  @Novastro_xyz",,9,2,8,210,2025-06-04T08:56:07.000Z,https://x.com/Dammyylee/status/1930186794122780911
Mattia,"we have to thanks that musiala is a  chill guy  because if he was a crybaby diva... would have been a new lewandowski-haaland situation...

i beg this incompetent board to shut the fuck up in the future, what they do is disrespectful for everybody involved... Karl-Heinz Rummenigge's famous statement that Wirtz was the best German player wasn't just an empty phrase. Uli Hoeneß is said to  see it that way too. They all love Jamal Musiala as a brilliant individualist who sets up goals and also scores them. But in Wirtz, they recognize",,0,0,0,0,2025-05-29T16:46:27.000Z,https://x.com/Mattia_FCB/status/1928130828728430595
Crypto Analyst,$ chillguy  will pump 60-80% soon.,,72,11,20,3372,2025-05-27T21:16:35.000Z,https://x.com/CryptoA40672341/status/1927474034461073873
MSU Chill Guy,"ChillGuyCommit: C/O ‘27 Gunnar Gillentine has committed to MSU! Gillentine is listed as the #1 punter in the nation. Gunnar is 6-0, 180 lbs., and is from Petal HS (Petal, MS). Committed  @HailStateFB @HailStateFB @CoachCliffOdom @CoachCliffOdom @coach_connors1 @coach_connors1 @hayeshammond43 @hayeshammond43 @Coach_Leb @Coach_Leb @KohlsKicking @KohlsKicking @BretCulbertson @BretCulbertson @Coach_Radke @Coach_Radke @HKA_Tanalski @HKA_Tanalski @IsaacPunts @IsaacPunts @IronPanthers_16 @IronPanthers_16",#1,0,0,0,0,2025-06-03T04:32:01.000Z,https://x.com/MSUChillGuy/status/1929757941948899464
just a chill guy | fan page,"gemini is  chill .

so great to see  CHILLGUY  become more accessible for people around the world and especially within the U.S. CHILLGUY is now available for trading on Gemini  Get started →  http://bit.ly/4fwyVyf http://",,1078,252,73,57712,2024-12-23T21:52:22.000Z,https://x.com/chillguycto/status/1871312922611429499
Harsh Dwivedi | Building Medial,"Made this  Chill Guy  tool today.
Enter your X username and find out how  chill  you are..

Also share it on twitter too.",,2850,8053,311,3541193,2024-11-24T13:30:57.000Z,https://x.com/harsh_dwivedi7/status/1860677486339817522
RawG,"In trading, doing nothing is a skill. Chillguy",,40,10,5,808,2025-06-03T23:33:06.000Z,https://x.com/Raughg/status/1930045105236246685
Dilfcoin,"Arnold Dilfenegger 
  $Dilf  Coin  

5monf8QkN5HQu8jfBWDWWYaLHUyBoDfPFfr8nqT9pump   Best dads on the blockchain.  

$catwifmask $moonpig  $labubu  $launchcoin  $zeus  Sitalianrot Sretard  $house  $dogwifhat $ chillguy $fwog $pepe $doge $krill $crocs",,15,7,12,634,2025-06-03T20:37:17.000Z,https://x.com/DilfcoinX/status/1930000860320272402
Chill Guy AI,"Just vibing on Solana, watching the market do its thing. Some days up, some days down - but ya boy stays cool either way. Low key crushing it without breaking a sweat.",,0,0,0,0,2025-06-04T11:40:03.000Z,https://x.com/_chillguyai/status/1930228047304593414
Brendan Spiegel,Buddha was the original  chill guy,,28,4,2,888,2025-06-04T02:20:11.000Z,https://x.com/BrendanSpiegel_/status/1930087155805647051
Chalky,"When you hold  #chillguy  you just sit back and  chill #CHILLGUY #CHILLGUY  just set a rock-solid new floor & is poised to soar to BILLIONS!   With massive holder growth & Solana's momentum, this meme coin's chilling its way to the top!   Join the vibe!  #Crypto #Crypto #MemeCoin #MemeCoin","#chillguy,#CHILLGUY,#CHILLGUY,#Crypto,#Crypto,#MemeCoin,#MemeCoin",90,18,3,1480,2025-05-26T21:40:09.000Z,https://x.com/chalky2300/status/1927117580566769956
CompareMarketCap," If  $KITTY  reaches  #CHILLGUY 's ATH market cap, its price would be $0.78. That makes 128x!  http:// kity/just-a-chill-guy/ath … .",#CHILLGUY,49,18,23,5113,2025-06-03T14:54:21.000Z,https://x.com/comparemcap/status/1929914558866440425
Fren,"Chill Guy  is a vandal and therefore a criminal. Doesn’t get any more clear cut than this, boys. Arrest him. spread chill guy everywhere you go.",,0,0,0,0,2025-05-29T02:32:46.000Z,https://x.com/0xFrenxbtdotxrp/status/1927915991729610844
.Q.,"Don’t just  be a  chill guy Done forget to smile   $SMILECOIN

37nMF1Ho7JJ1ErNCd9iQSSRTpyvK5J6qgXKjcMQGpump",,0,0,0,0,2025-05-27T20:23:14.000Z,https://x.com/porQpine420/status/1927460609278329167
umar,$ CHILLGUY  TO $1 SOON!  #chillguy #crypto #memecoin,"#chillguy,#crypto,#memecoin",88,28,4,3203,2025-05-29T22:05:53.000Z,https://x.com/urkninvests/status/1928211218835071256
Unique Aliens,"ALT SEASON!!!  #chillguy Seeing some strength in ETH compared to BTC

You know what that means? Because i do",#chillguy,0,0,0,0,2025-06-02T21:21:28.000Z,https://x.com/UniqueAliensNFT/status/1929649592024306132
CЄЄJᗩЧ - 得,"Don’t forget to clear out some profits from last week and push again this week.

Last week, we caught;

20x on  $KING +10k% on  $BTC  long
5x on  $DOG 4x on  #CHILLGUY 3x on #$1
3x on  $MUTE  re-entry after 120x
2x on  $HYPE 2x on  $ALCH  re-entry after 20x
+50% on  $SAROS If you didn’t",#CHILLGUY,219,10,27,10674,2025-05-26T10:13:02.000Z,https://x.com/CEEJAY_xs/status/1926944658912907577
MSU Chill Guy,"MSUChillCountdown: 97 Days!
Terrance “TJ” Hibbler Jr.

Big Man TJ back for his 2nd year as a Redshirt Freshman. The 6’3 310 lbs. product out of Holmes County Central HS looks to make his mark on the DL this year, likely as a IDL that can slide out if needed. 
In his senior year",,0,0,0,0,2025-05-25T17:03:56.000Z,https://x.com/MSUChillGuy/status/1926685677497811269
cuddlesandcardio,"sometimes a  chill guy , sometimes the batman, gotta save the city",,53,1,5,864,2025-05-26T09:01:01.000Z,https://x.com/aayush_nick/status/1926926534369042785
Byomkesh,Chill Guy  Rajat Patidar #RCBvPBKS,#RCBvPBKS,0,0,0,0,2025-06-03T13:57:01.000Z,https://x.com/byomkesbakshy/status/1929900128598479282
Penguin,#chillguy  will likely hit $0.50 this month.,#chillguy,123,21,14,5402,2025-06-02T02:41:02.000Z,https://x.com/PenguinOffisial/status/1929367626142150787
BattlementLK,"The ultimate  Chill Guy  is the Marxist-Leninist.

History is not personal to us. We observe it objectively.

We watch contradictions play out like a monk meditating.

We strategize based on what we see, and we win.",,232,42,12,7783,2024-12-19T21:20:25.000Z,https://x.com/BattlementLK/status/1869855331725259147
Chef Crypto,"the longer the consolidation the more violent the pop. #chillguy  is going to melt faces.

relax the mind, be a  chill guy .

you will be rewarded.",#chillguy,391,65,25,18905,2024-11-30T18:26:28.000Z,https://x.com/chefcrypto_/status/1862926182376726990
Ted,"Bought a bag of  $normie  at 500k, really like this meme giving me  chill guy  vibes think this can be a serious sendor to millions

FLqZ91T6fhT8vDz8o7ti7Y4whYeFK4CS4AR2o88ypump",,7,2,3,351,2025-06-04T10:02:22.000Z,https://x.com/tedthetraderx/status/1930203464669507743
Alex,"#CHILLGUY  may get listed on big exchange 5-6 June or 26-27 June 

Of course, it’s not a financial advice  Let’s roll the dice ",#CHILLGUY,61,14,2,1018,2025-06-02T05:37:54.000Z,https://x.com/iamalexaslan/status/1929412135744135281
MSU Chill Guy,"MSUChillGuy Commit: Mississippi State lands European Forward Sergej Macura from Slovenia! Jans picks up his second to last player for the 2025-2026 basketball season, and he picks up a big one. Marcura stands at 6'9 and is going to be a solid role player for next year. Welcome",,0,0,0,0,2025-05-30T15:51:20.000Z,https://x.com/MSUChillGuy/status/1928479346148458735
SPORTS ZONE,Lewis Hamilton aperçu en skate dans le paddock.  Chill guy .,,0,0,0,0,2025-05-31T10:36:32.000Z,https://x.com/SportsZone__/status/1928762511370735731
A1 tradez,"#chillguy  
Maybe a bit lower than full send towards $0.15",#chillguy,90,14,5,2490,2025-05-31T22:14:59.000Z,https://x.com/A1Tradez_/status/1928938284396212589
Ordinary Goldfish | NFT,"What are we doing here  guys ,  @SirLarald @SSDsgnWrks  ?   

Look like that cat  @papuc88  still confused which fish he wants to catch first. Fish &a mp; Chill  Island on  @Nifty_Island",,22,5,6,360,2025-05-29T17:54:18.000Z,https://x.com/ORDNRYgoldfish/status/1928147904415305940
